,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,NYt,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
0,Newark Firehouse,1/2/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.025,ppm,23.0,17.0,1.4,ppb,1.0,24.0,0.3,ppm,3.0,24.0
1,Newark Firehouse,1/5/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,10.0,ppb,9.0,24.0,0.033,ppm,31.0,17.0,0.5,ppb,0.0,24.0,0.2,ppm,2.0,24.0
2,Newark Firehouse,1/8/2018,26.0,ug/m3 SC,24.0,1.0,40.720989,-74.192892,36.0,ppb,34.0,24.0,0.013,ppm,12.0,17.0,3.3,ppb,4.0,23.0,0.4,ppm,5.0,24.0
3,Newark Firehouse,1/11/2018,40.0,ug/m3 SC,37.0,1.0,40.720989,-74.192892,77.0,ppb,76.0,24.0,0.001,ppm,1.0,17.0,4.9,ppb,6.0,24.0,1.6,ppm,18.0,24.0
4,Newark Firehouse,1/17/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,34.0,ppb,32.0,24.0,0.019,ppm,18.0,17.0,0.7,ppb,0.0,24.0,1.0,ppm,11.0,24.0
5,Newark Firehouse,1/20/2018,20.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,43.0,ppb,41.0,24.0,0.033,ppm,31.0,17.0,1.7,ppb,1.0,24.0,0.6,ppm,7.0,24.0
6,Newark Firehouse,1/23/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,48.0,ppb,45.0,24.0,0.027,ppm,25.0,17.0,0.8,ppb,0.0,24.0,0.9,ppm,10.0,24.0
7,Newark Firehouse,1/26/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,37.0,ppb,35.0,24.0,0.019,ppm,18.0,17.0,0.7,ppb,0.0,24.0,0.5,ppm,6.0,24.0
8,Newark Firehouse,1/29/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.021,ppm,19.0,17.0,0.3,ppb,0.0,21.0,0.4,ppm,5.0,24.0
9,Newark Firehouse,2/1/2018,18.0,ug/m3 SC,17.0,1.0,40.720989,-74.192892,38.0,ppb,36.0,24.0,0.015,ppm,14.0,17.0,1.4,ppb,1.0,24.0,0.6,ppm,7.0,24.0
10,Newark Firehouse,2/4/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,42.0,ppb,40.0,21.0,0.024,ppm,22.0,17.0,0.5,ppb,0.0,24.0,0.8,ppm,9.0,24.0
11,Newark Firehouse,2/7/2018,17.0,ug/m3 SC,16.0,1.0,40.720989,-74.192892,51.0,ppb,48.0,18.0,0.035,ppm,32.0,17.0,1.0,ppb,1.0,24.0,,,,
12,Newark Firehouse,2/10/2018,28.0,ug/m3 SC,26.0,1.0,40.720989,-74.192892,50.0,ppb,47.0,24.0,0.009,ppm,8.0,17.0,1.1,ppb,1.0,24.0,,,,
13,Newark Firehouse,2/13/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,28.0,ppb,26.0,24.0,0.027,ppm,25.0,17.0,0.8,ppb,0.0,24.0,,,,
14,Newark Firehouse,2/16/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,25.0,ppb,24.0,24.0,0.035,ppm,32.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,7.0
15,Newark Firehouse,2/19/2018,20.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,43.0,ppb,41.0,24.0,0.021,ppm,19.0,17.0,1.2,ppb,1.0,23.0,1.6,ppm,18.0,24.0
16,Newark Firehouse,2/22/2018,5.0,ug/m3 SC,5.0,1.0,40.720989,-74.192892,18.0,ppb,17.0,24.0,0.021,ppm,19.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
17,Newark Firehouse,2/25/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,21.0,0.019,ppm,18.0,17.0,0.2,ppb,0.0,24.0,0.4,ppm,5.0,24.0
18,Newark Firehouse,2/28/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,43.0,ppb,41.0,24.0,0.034,ppm,31.0,17.0,0.6,ppb,0.0,24.0,0.4,ppm,5.0,24.0
19,Newark Firehouse,3/3/2018,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,8.0,ppb,8.0,24.0,0.036,ppm,33.0,17.0,0.0,ppb,0.0,24.0,0.2,ppm,2.0,24.0
20,Newark Firehouse,3/6/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,35.0,ppb,33.0,24.0,0.033,ppm,31.0,17.0,0.7,ppb,0.0,24.0,0.4,ppm,5.0,24.0
21,Newark Firehouse,3/9/2018,8.0,ug/m3 SC,7.0,1.0,40.720989,-74.192892,25.0,ppb,24.0,24.0,0.033,ppm,31.0,17.0,0.8,ppb,0.0,24.0,0.3,ppm,3.0,24.0
22,Newark Firehouse,3/12/2018,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.032,ppm,30.0,17.0,0.5,ppb,0.0,23.0,0.4,ppm,5.0,24.0
23,Newark Firehouse,3/15/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,16.0,ppb,15.0,24.0,0.042,ppm,39.0,17.0,0.5,ppb,0.0,24.0,0.3,ppm,3.0,24.0
24,Newark Firehouse,3/21/2018,8.0,ug/m3 SC,7.0,1.0,40.720989,-74.192892,14.0,ppb,13.0,24.0,0.036,ppm,33.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
25,Newark Firehouse,3/24/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,10.0,ppb,9.0,24.0,0.045,ppm,42.0,17.0,0.1,ppb,0.0,24.0,0.2,ppm,2.0,24.0
26,Newark Firehouse,3/27/2018,22.0,ug/m3 SC,20.0,1.0,40.720989,-74.192892,38.0,ppb,36.0,24.0,0.026,ppm,24.0,17.0,0.7,ppb,0.0,24.0,0.5,ppm,6.0,24.0
27,Newark Firehouse,3/30/2018,21.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,46.0,ppb,43.0,24.0,0.035,ppm,32.0,17.0,2.2,ppb,3.0,24.0,0.9,ppm,10.0,24.0
28,Newark Firehouse,4/2/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,39.0,ppb,37.0,24.0,0.035,ppm,32.0,17.0,0.8,ppb,0.0,23.0,0.4,ppm,5.0,24.0
29,Newark Firehouse,4/5/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,39.0,ppb,37.0,24.0,0.043,ppm,40.0,17.0,0.4,ppb,0.0,24.0,0.3,ppm,3.0,24.0
30,Newark Firehouse,4/8/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,21.0,0.043,ppm,40.0,17.0,0.2,ppb,0.0,24.0,0.2,ppm,2.0,24.0
31,Newark Firehouse,4/11/2018,20.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,42.0,ppb,40.0,24.0,0.039,ppm,36.0,17.0,1.4,ppb,1.0,24.0,0.6,ppm,7.0,24.0
32,Newark Firehouse,4/14/2018,38.0,ug/m3 SC,35.0,1.0,40.720989,-74.192892,24.0,ppb,23.0,24.0,0.052,ppm,48.0,17.0,1.4,ppb,1.0,24.0,0.4,ppm,5.0,24.0
33,Newark Firehouse,4/17/2018,3.0,ug/m3 SC,3.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,24.0,0.031,ppm,29.0,17.0,0.3,ppb,0.0,24.0,0.2,ppm,2.0,24.0
34,Newark Firehouse,4/26/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,,,,,0.05,ppm,46.0,17.0,0.5,ppb,0.0,24.0,0.6,ppm,7.0,24.0
35,Newark Firehouse,4/29/2018,5.0,ug/m3 SC,5.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,21.0,0.035,ppm,32.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
36,Newark Firehouse,5/2/2018,21.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,,,,,0.067,ppm,90.0,17.0,1.1,ppb,1.0,24.0,0.3,ppm,3.0,24.0
37,Newark Firehouse,5/5/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,,,,,0.056,ppm,54.0,17.0,0.3,ppb,0.0,24.0,0.3,ppm,3.0,24.0
38,Newark Firehouse,5/8/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,31.0,ppb,29.0,24.0,0.04,ppm,37.0,17.0,0.9,ppb,0.0,24.0,0.3,ppm,3.0,24.0
39,Newark Firehouse,5/11/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.05,ppm,46.0,17.0,0.0,ppb,0.0,24.0,0.4,ppm,5.0,24.0
40,Newark Firehouse,5/14/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,38.0,ppb,36.0,24.0,0.027,ppm,25.0,17.0,0.5,ppb,0.0,23.0,0.3,ppm,3.0,24.0
41,Newark Firehouse,5/17/2018,8.0,ug/m3 SC,7.0,1.0,40.720989,-74.192892,27.0,ppb,25.0,24.0,0.022,ppm,20.0,17.0,0.0,ppb,0.0,24.0,0.5,ppm,6.0,24.0
42,Newark Firehouse,5/20/2018,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,23.0,ppb,22.0,21.0,0.037,ppm,34.0,17.0,0.1,ppb,0.0,24.0,0.6,ppm,7.0,24.0
43,Newark Firehouse,5/26/2018,23.0,ug/m3 SC,21.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,24.0,0.06,ppm,67.0,17.0,0.4,ppb,0.0,24.0,0.4,ppm,5.0,24.0
44,Newark Firehouse,6/1/2018,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,41.0,ppb,39.0,24.0,0.031,ppm,29.0,17.0,0.5,ppb,0.0,24.0,0.4,ppm,5.0,24.0
45,Newark Firehouse,6/7/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,24.0,ppb,23.0,24.0,0.024,ppm,22.0,17.0,0.5,ppb,0.0,24.0,0.2,ppm,2.0,24.0
46,Newark Firehouse,6/10/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,25.0,ppb,24.0,21.0,0.026,ppm,24.0,17.0,0.5,ppb,0.0,24.0,0.4,ppm,5.0,24.0
47,Newark Firehouse,6/13/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,19.0,ppb,18.0,24.0,0.039,ppm,36.0,17.0,0.6,ppb,0.0,24.0,0.3,ppm,3.0,24.0
48,Newark Firehouse,6/16/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,24.0,0.044,ppm,41.0,17.0,0.5,ppb,0.0,24.0,0.4,ppm,5.0,24.0
49,Newark Firehouse,6/19/2018,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,12.0,ppb,11.0,24.0,0.041,ppm,38.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
50,Newark Firehouse,6/22/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,22.0,ppb,21.0,24.0,0.035,ppm,32.0,17.0,0.6,ppb,0.0,24.0,0.3,ppm,3.0,24.0
51,Newark Firehouse,6/25/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,12.0,ppb,11.0,24.0,0.037,ppm,34.0,17.0,0.1,ppb,0.0,23.0,0.2,ppm,2.0,24.0
52,Newark Firehouse,6/28/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.047,ppm,44.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
53,Newark Firehouse,7/4/2018,23.0,ug/m3 SC,21.0,1.0,40.720989,-74.192892,24.0,ppb,23.0,21.0,0.043,ppm,40.0,17.0,0.1,ppb,0.0,23.0,0.4,ppm,5.0,24.0
54,Newark Firehouse,7/7/2018,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,13.0,ppb,12.0,24.0,0.041,ppm,38.0,17.0,0.4,ppb,0.0,24.0,0.2,ppm,2.0,24.0
55,Newark Firehouse,7/10/2018,19.0,ug/m3 SC,18.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.08,ppm,133.0,17.0,0.6,ppb,0.0,24.0,0.3,ppm,3.0,24.0
56,Newark Firehouse,7/13/2018,24.0,ug/m3 SC,22.0,1.0,40.720989,-74.192892,30.0,ppb,28.0,24.0,0.058,ppm,61.0,17.0,1.1,ppb,1.0,24.0,0.4,ppm,5.0,24.0
57,Newark Firehouse,7/16/2018,22.0,ug/m3 SC,20.0,1.0,40.720989,-74.192892,20.0,ppb,19.0,24.0,0.067,ppm,90.0,17.0,0.6,ppb,0.0,23.0,0.3,ppm,3.0,24.0
58,Newark Firehouse,7/19/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,15.0,ppb,14.0,24.0,0.054,ppm,50.0,17.0,0.5,ppb,0.0,24.0,0.2,ppm,2.0,24.0
59,Newark Firehouse,7/22/2018,18.0,ug/m3 SC,17.0,1.0,40.720989,-74.192892,12.0,ppb,11.0,21.0,0.027,ppm,25.0,17.0,0.0,ppb,0.0,24.0,0.2,ppm,2.0,24.0
60,Newark Firehouse,7/25/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,15.0,ppb,14.0,24.0,0.022,ppm,20.0,17.0,,,,,0.2,ppm,2.0,24.0
61,Newark Firehouse,7/28/2018,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,30.0,ppb,28.0,24.0,0.06,ppm,67.0,17.0,,,,,0.5,ppm,6.0,24.0
62,Newark Firehouse,7/31/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,21.0,0.042,ppm,39.0,17.0,0.7,ppb,0.0,23.0,0.4,ppm,5.0,24.0
63,Newark Firehouse,8/3/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,28.0,ppb,26.0,21.0,0.025,ppm,23.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
64,Newark Firehouse,8/6/2018,24.0,ug/m3 SC,22.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,19.0,0.061,ppm,71.0,17.0,0.1,ppb,0.0,23.0,0.4,ppm,5.0,24.0
65,Newark Firehouse,8/9/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,19.0,ppb,18.0,24.0,0.051,ppm,47.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
66,Newark Firehouse,8/12/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,19.0,ppb,18.0,21.0,0.051,ppm,47.0,17.0,0.0,ppb,0.0,24.0,0.5,ppm,6.0,24.0
67,Newark Firehouse,8/15/2018,22.0,ug/m3 SC,20.0,1.0,40.720989,-74.192892,16.0,ppb,15.0,24.0,0.046,ppm,43.0,17.0,0.2,ppb,0.0,24.0,0.4,ppm,5.0,24.0
68,Newark Firehouse,8/18/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,12.0,ppb,11.0,24.0,0.044,ppm,41.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
69,Newark Firehouse,8/21/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,28.0,ppb,26.0,24.0,0.024,ppm,22.0,17.0,0.3,ppb,0.0,24.0,0.2,ppm,2.0,24.0
70,Newark Firehouse,8/24/2018,20.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.054,ppm,50.0,17.0,0.3,ppb,0.0,24.0,0.4,ppm,5.0,24.0
71,Newark Firehouse,8/27/2018,24.0,ug/m3 SC,22.0,1.0,40.720989,-74.192892,30.0,ppb,28.0,24.0,0.057,ppm,58.0,17.0,0.5,ppb,0.0,23.0,0.4,ppm,5.0,24.0
72,Newark Firehouse,8/30/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,24.0,0.041,ppm,38.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
73,Newark Firehouse,9/2/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,20.0,ppb,19.0,21.0,0.037,ppm,34.0,17.0,0.8,ppb,0.0,24.0,0.4,ppm,5.0,24.0
74,Newark Firehouse,9/5/2018,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,39.0,ppb,37.0,24.0,0.048,ppm,44.0,17.0,0.2,ppb,0.0,24.0,0.4,ppm,5.0,24.0
75,Newark Firehouse,9/8/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,24.0,0.023,ppm,21.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
76,Newark Firehouse,9/11/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.005,ppm,5.0,17.0,0.4,ppb,0.0,24.0,0.6,ppm,7.0,24.0
77,Newark Firehouse,9/14/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.015,ppm,14.0,17.0,0.4,ppb,0.0,24.0,0.3,ppm,3.0,24.0
78,Newark Firehouse,9/17/2018,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,30.0,ppb,28.0,24.0,0.019,ppm,18.0,17.0,0.4,ppb,0.0,23.0,0.5,ppm,6.0,24.0
79,Newark Firehouse,9/20/2018,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,24.0,ppb,23.0,24.0,0.021,ppm,19.0,17.0,0.5,ppb,0.0,23.0,0.3,ppm,3.0,24.0
80,Newark Firehouse,9/23/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,12.0,ppb,11.0,21.0,0.019,ppm,18.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
81,Newark Firehouse,9/26/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,18.0,ppb,17.0,24.0,0.028,ppm,26.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
82,Newark Firehouse,9/29/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.037,ppm,34.0,17.0,0.3,ppb,0.0,24.0,0.5,ppm,6.0,24.0
83,Newark Firehouse,10/2/2018,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,25.0,ppb,24.0,24.0,0.039,ppm,36.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
84,Newark Firehouse,10/5/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,23.0,ppb,22.0,24.0,0.023,ppm,21.0,17.0,0.5,ppb,0.0,24.0,0.5,ppm,6.0,24.0
85,Newark Firehouse,10/8/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,20.0,ppb,19.0,24.0,0.005,ppm,5.0,17.0,0.1,ppb,0.0,23.0,0.8,ppm,9.0,24.0
86,Newark Firehouse,10/11/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.019,ppm,18.0,17.0,0.1,ppb,0.0,24.0,0.3,ppm,3.0,24.0
87,Newark Firehouse,10/14/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,,,,,,,,,,,,,,,,
88,Newark Firehouse,10/17/2018,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,23.0,ppb,22.0,24.0,0.03,ppm,28.0,17.0,0.6,ppb,0.0,24.0,0.3,ppm,3.0,24.0
89,Newark Firehouse,10/20/2018,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,33.0,ppb,31.0,24.0,0.027,ppm,25.0,17.0,0.8,ppb,0.0,24.0,0.5,ppm,6.0,24.0
90,Newark Firehouse,10/23/2018,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,36.0,ppb,34.0,24.0,0.032,ppm,30.0,17.0,3.7,ppb,4.0,24.0,0.5,ppm,6.0,24.0
91,Newark Firehouse,10/26/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,31.0,ppb,29.0,24.0,0.025,ppm,23.0,17.0,1.2,ppb,1.0,24.0,0.4,ppm,5.0,24.0
92,Newark Firehouse,10/29/2018,5.0,ug/m3 SC,5.0,1.0,40.720989,-74.192892,27.0,ppb,25.0,24.0,0.021,ppm,19.0,17.0,0.2,ppb,0.0,23.0,0.3,ppm,3.0,24.0
93,Newark Firehouse,11/1/2018,24.0,ug/m3 SC,22.0,1.0,40.720989,-74.192892,56.0,ppb,53.0,24.0,0.03,ppm,28.0,17.0,1.7,ppb,1.0,24.0,0.5,ppm,6.0,24.0
94,Newark Firehouse,11/4/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,35.0,ppb,33.0,21.0,0.025,ppm,23.0,17.0,0.7,ppb,0.0,24.0,0.5,ppm,6.0,24.0
95,Newark Firehouse,11/7/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,26.0,ppb,25.0,24.0,0.025,ppm,23.0,17.0,0.5,ppb,0.0,24.0,0.4,ppm,5.0,24.0
96,Newark Firehouse,11/10/2018,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,25.0,ppb,24.0,24.0,0.03,ppm,28.0,17.0,0.5,ppb,0.0,24.0,0.3,ppm,3.0,24.0
97,Newark Firehouse,11/13/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,36.0,ppb,34.0,24.0,0.025,ppm,23.0,17.0,0.3,ppb,0.0,24.0,0.5,ppm,6.0,24.0
98,Newark Firehouse,11/16/2018,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,20.0,ppb,19.0,24.0,0.028,ppm,26.0,17.0,0.6,ppb,0.0,24.0,0.3,ppm,3.0,24.0
99,Newark Firehouse,11/19/2018,26.0,ug/m3 SC,24.0,1.0,40.720989,-74.192892,46.0,ppb,43.0,24.0,0.013,ppm,12.0,17.0,0.7,ppb,0.0,23.0,1.2,ppm,14.0,24.0
100,Newark Firehouse,11/22/2018,3.0,ug/m3 SC,3.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,24.0,0.033,ppm,31.0,17.0,0.0,ppb,0.0,24.0,0.2,ppm,2.0,24.0
101,Newark Firehouse,11/25/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,33.0,ppb,31.0,21.0,0.031,ppm,29.0,17.0,0.1,ppb,0.0,24.0,0.6,ppm,7.0,24.0
102,Newark Firehouse,11/28/2018,3.0,ug/m3 SC,3.0,1.0,40.720989,-74.192892,9.0,ppb,8.0,24.0,0.022,ppm,20.0,17.0,0.4,ppb,0.0,24.0,0.2,ppm,2.0,24.0
103,Newark Firehouse,12/1/2018,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,29.0,ppb,27.0,24.0,0.011,ppm,10.0,17.0,0.7,ppb,0.0,24.0,0.6,ppm,7.0,24.0
104,Newark Firehouse,12/4/2018,2.0,ug/m3 SC,2.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,24.0,0.03,ppm,28.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
105,Newark Firehouse,12/7/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,30.0,ppb,28.0,24.0,0.028,ppm,26.0,17.0,0.4,ppb,0.0,24.0,0.3,ppm,3.0,24.0
106,Newark Firehouse,12/10/2018,14.0,ug/m3 SC,13.0,1.0,40.720989,-74.192892,37.0,ppb,35.0,24.0,0.025,ppm,23.0,17.0,0.5,ppb,0.0,23.0,0.5,ppm,6.0,24.0
107,Newark Firehouse,12/13/2018,22.0,ug/m3 SC,20.0,1.0,40.720989,-74.192892,,,,,0.006,ppm,6.0,17.0,2.4,ppb,3.0,24.0,1.1,ppm,13.0,24.0
108,Newark Firehouse,12/16/2018,5.0,ug/m3 SC,5.0,1.0,40.720989,-74.192892,11.0,ppb,10.0,21.0,0.022,ppm,20.0,17.0,0.0,ppb,0.0,24.0,0.4,ppm,5.0,24.0
109,Newark Firehouse,12/19/2018,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,46.0,ppb,43.0,24.0,0.017,ppm,16.0,17.0,1.2,ppb,1.0,24.0,0.8,ppm,9.0,24.0
110,Newark Firehouse,12/22/2018,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,47.0,ppb,44.0,24.0,0.025,ppm,23.0,17.0,0.7,ppb,0.0,23.0,0.4,ppm,5.0,24.0
111,Newark Firehouse,12/25/2018,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,21.0,ppb,20.0,24.0,0.025,ppm,23.0,17.0,0.2,ppb,0.0,23.0,0.3,ppm,3.0,24.0
112,Newark Firehouse,12/28/2018,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,53.0,ppb,50.0,24.0,0.013,ppm,12.0,17.0,1.1,ppb,1.0,24.0,0.4,ppm,5.0,24.0
113,Newark Firehouse,12/31/2018,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,48.0,ppb,45.0,24.0,,,,,1.4,ppb,1.0,23.0,1.4,ppm,16.0,24.0
114,Jersey City Firehouse,1/2/2018,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
115,Jersey City Firehouse,1/2/2018,18.0,ug/m3 SC,17.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
116,Jersey City Firehouse,1/8/2018,29.0,ug/m3 SC,27.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
117,Jersey City Firehouse,1/8/2018,29.0,ug/m3 SC,27.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
118,Jersey City Firehouse,1/14/2018,6.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
119,Jersey City Firehouse,1/14/2018,7.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
120,Jersey City Firehouse,1/20/2018,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
121,Jersey City Firehouse,1/20/2018,23.0,ug/m3 SC,21.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
122,Jersey City Firehouse,1/26/2018,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
123,Jersey City Firehouse,1/26/2018,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
124,Jersey City Firehouse,2/1/2018,21.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
125,Jersey City Firehouse,2/1/2018,21.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
126,Jersey City Firehouse,2/7/2018,15.0,ug/m3 SC,14.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
127,Jersey City Firehouse,2/7/2018,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
