,Site Name,Date,DMean PM10,PM10 Units,PM10 AQI,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,DMax Ozone,Ozone Units,Ozone AQI,DMax SO2,SO2 Units,SO2 AQI,DMax CO,CO Units,CO AQI
1078,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),6/26/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1079,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),6/27/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1080,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),6/28/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1081,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),6/29/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1082,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),6/30/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1083,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/1/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1084,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/2/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1085,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/3/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1086,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/4/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1087,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/5/2018,,,,,,,,,0.05,ppm,46.0,,,,,,
1088,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/6/2018,,,,,,,,,0.02,ppm,19.0,,,,,,
1089,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/7/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1090,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/8/2018,,,,,,,,,0.039,ppm,36.0,,,,,,
1091,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/9/2018,,,,,,,,,0.027,ppm,25.0,,,,,,
1092,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/10/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1093,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/11/2018,,,,,,,,,0.042,ppm,39.0,,,,,,
1094,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/12/2018,,,,,,,,,0.044,ppm,41.0,,,,,,
1095,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/13/2018,,,,,,,,,0.043,ppm,40.0,,,,,,
1096,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/14/2018,,,,,,,,,0.049,ppm,45.0,,,,,,
1097,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/15/2018,,,,,,,,,0.056,ppm,54.0,,,,,,
1098,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/16/2018,,,,,,,,,0.055,ppm,51.0,,,,,,
1099,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/17/2018,,,,,,,,,0.046,ppm,43.0,,,,,,
1100,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/18/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1101,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/19/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1102,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/20/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1103,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/21/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1104,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/22/2018,,,,,,,,,0.049,ppm,45.0,,,,,,
1105,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/23/2018,,,,,,,,,0.053,ppm,49.0,,,,,,
1106,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/24/2018,,,,,,,,,0.059,ppm,64.0,,,,,,
1107,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/25/2018,,,,,,,,,0.059,ppm,64.0,,,,,,
1108,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/26/2018,,,,,,,,,0.06,ppm,67.0,,,,,,
1109,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/27/2018,,,,,,,,,0.05,ppm,46.0,,,,,,
1110,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/28/2018,,,,,,,,,0.046,ppm,43.0,,,,,,
1111,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/29/2018,,,,,,,,,0.064,ppm,80.0,,,,,,
1112,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/30/2018,,,,,,,,,0.068,ppm,93.0,,,,,,
1113,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),7/31/2018,,,,,,,,,0.039,ppm,36.0,,,,,,
1114,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/1/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1115,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/2/2018,,,,,,,,,0.012,ppm,11.0,,,,,,
1116,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/3/2018,,,,,,,,,0.018,ppm,17.0,,,,,,
1117,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/4/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1118,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/5/2018,,,,,,,,,0.052,ppm,48.0,,,,,,
1119,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/6/2018,,,,,,,,,0.045,ppm,42.0,,,,,,
1120,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/7/2018,,,,,,,,,0.054,ppm,50.0,,,,,,
1121,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/8/2018,,,,,,,,,0.067,ppm,90.0,,,,,,
1122,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/9/2018,,,,,,,,,0.068,ppm,93.0,,,,,,
1123,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/10/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1124,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/11/2018,,,,,,,,,0.018,ppm,17.0,,,,,,
1125,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/12/2018,,,,,,,,,0.022,ppm,20.0,,,,,,
1126,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/13/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1127,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/14/2018,,,,,,,,,0.061,ppm,71.0,,,,,,
1128,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/15/2018,,,,,,,,,0.054,ppm,50.0,,,,,,
1129,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/16/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1130,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/17/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1131,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/18/2018,,,,,,,,,0.044,ppm,41.0,,,,,,
1132,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/19/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1133,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/20/2018,,,,,,,,,0.05,ppm,46.0,,,,,,
1134,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/21/2018,,,,,,,,,0.06,ppm,67.0,,,,,,
1135,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/22/2018,,,,,,,,,0.074,ppm,112.0,,,,,,
1136,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/23/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1137,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/24/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1138,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/25/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1139,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/26/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1140,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/27/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1141,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/28/2018,,,,,,,,,0.046,ppm,43.0,,,,,,
1142,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/29/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1143,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/30/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1144,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),8/31/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1145,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/1/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1146,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/2/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1147,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/3/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1148,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/4/2018,,,,,,,,,0.039,ppm,36.0,,,,,,
1149,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/5/2018,,,,,,,,,0.048,ppm,44.0,,,,,,
1150,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/6/2018,,,,,,,,,0.056,ppm,54.0,,,,,,
1151,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/7/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1152,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/8/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1153,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/9/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1154,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/10/2018,,,,,,,,,0.027,ppm,25.0,,,,,,
1155,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/11/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1156,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/12/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1157,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/13/2018,,,,,,,,,0.02,ppm,19.0,,,,,,
1158,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/14/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1159,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/15/2018,,,,,,,,,0.02,ppm,19.0,,,,,,
1160,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/16/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1161,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/17/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1162,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/18/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1163,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/19/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1164,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/20/2018,,,,,,,,,0.022,ppm,20.0,,,,,,
1165,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/21/2018,,,,,,,,,0.02,ppm,19.0,,,,,,
1166,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/22/2018,,,,,,,,,0.027,ppm,25.0,,,,,,
1167,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/23/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1168,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/24/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1169,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/25/2018,,,,,,,,,0.022,ppm,20.0,,,,,,
1170,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/26/2018,,,,,,,,,0.017,ppm,16.0,,,,,,
1171,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/27/2018,,,,,,,,,0.023,ppm,21.0,,,,,,
1172,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/28/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1173,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),9/29/2018,,,,,,,,,0.026,ppm,24.0,,,,,,
1174,NORTH BEND - NORTH BEND WAY,5/1/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1175,NORTH BEND - NORTH BEND WAY,5/2/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1176,NORTH BEND - NORTH BEND WAY,5/4/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1177,NORTH BEND - NORTH BEND WAY,5/5/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1178,NORTH BEND - NORTH BEND WAY,5/6/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1179,NORTH BEND - NORTH BEND WAY,5/7/2018,,,,,,,,,0.029,ppm,27.0,,,,,,
1180,NORTH BEND - NORTH BEND WAY,5/8/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1181,NORTH BEND - NORTH BEND WAY,5/9/2018,,,,,,,,,0.032,ppm,30.0,,,,,,
1182,NORTH BEND - NORTH BEND WAY,5/10/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1183,NORTH BEND - NORTH BEND WAY,5/11/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1184,NORTH BEND - NORTH BEND WAY,5/12/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1185,NORTH BEND - NORTH BEND WAY,5/13/2018,,,,,,,,,0.041,ppm,38.0,,,,,,
1186,NORTH BEND - NORTH BEND WAY,5/14/2018,,,,,,,,,0.061,ppm,71.0,,,,,,
1187,NORTH BEND - NORTH BEND WAY,5/15/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1188,NORTH BEND - NORTH BEND WAY,5/17/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1189,NORTH BEND - NORTH BEND WAY,5/18/2018,,,,,,,,,0.019,ppm,18.0,,,,,,
1190,NORTH BEND - NORTH BEND WAY,5/19/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1191,NORTH BEND - NORTH BEND WAY,5/20/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1192,NORTH BEND - NORTH BEND WAY,5/21/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1193,NORTH BEND - NORTH BEND WAY,5/22/2018,,,,,,,,,0.045,ppm,42.0,,,,,,
1194,NORTH BEND - NORTH BEND WAY,5/23/2018,,,,,,,,,0.057,ppm,58.0,,,,,,
1195,NORTH BEND - NORTH BEND WAY,5/24/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1196,NORTH BEND - NORTH BEND WAY,5/25/2018,,,,,,,,,0.032,ppm,30.0,,,,,,
1197,NORTH BEND - NORTH BEND WAY,5/26/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1198,NORTH BEND - NORTH BEND WAY,5/27/2018,,,,,,,,,0.047,ppm,44.0,,,,,,
1199,NORTH BEND - NORTH BEND WAY,5/28/2018,,,,,,,,,0.037,ppm,34.0,,,,,,
1200,NORTH BEND - NORTH BEND WAY,5/29/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1201,NORTH BEND - NORTH BEND WAY,5/30/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1202,NORTH BEND - NORTH BEND WAY,5/31/2018,,,,,,,,,0.032,ppm,30.0,,,,,,
1203,NORTH BEND - NORTH BEND WAY,6/1/2018,,,,,,,,,0.037,ppm,34.0,,,,,,
1204,NORTH BEND - NORTH BEND WAY,6/2/2018,,,,,,,,,0.042,ppm,39.0,,,,,,
1205,NORTH BEND - NORTH BEND WAY,6/3/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1206,NORTH BEND - NORTH BEND WAY,6/4/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1207,NORTH BEND - NORTH BEND WAY,6/5/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1208,NORTH BEND - NORTH BEND WAY,6/6/2018,,,,,,,,,0.043,ppm,40.0,,,,,,
1209,NORTH BEND - NORTH BEND WAY,6/7/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1210,NORTH BEND - NORTH BEND WAY,6/8/2018,,,,,,,,,0.032,ppm,30.0,,,,,,
1211,NORTH BEND - NORTH BEND WAY,6/9/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1212,NORTH BEND - NORTH BEND WAY,6/10/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1213,NORTH BEND - NORTH BEND WAY,6/11/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1214,NORTH BEND - NORTH BEND WAY,6/12/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1215,NORTH BEND - NORTH BEND WAY,6/13/2018,,,,,,,,,0.027,ppm,25.0,,,,,,
1216,NORTH BEND - NORTH BEND WAY,6/14/2018,,,,,,,,,0.023,ppm,21.0,,,,,,
1217,NORTH BEND - NORTH BEND WAY,6/15/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1218,NORTH BEND - NORTH BEND WAY,6/16/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1219,NORTH BEND - NORTH BEND WAY,6/17/2018,,,,,,,,,0.045,ppm,42.0,,,,,,
1220,NORTH BEND - NORTH BEND WAY,6/18/2018,,,,,,,,,0.056,ppm,54.0,,,,,,
1221,NORTH BEND - NORTH BEND WAY,6/19/2018,,,,,,,,,0.053,ppm,49.0,,,,,,
1222,NORTH BEND - NORTH BEND WAY,6/20/2018,,,,,,,,,0.059,ppm,64.0,,,,,,
1223,NORTH BEND - NORTH BEND WAY,6/21/2018,,,,,,,,,0.023,ppm,21.0,,,,,,
1224,NORTH BEND - NORTH BEND WAY,6/22/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1225,NORTH BEND - NORTH BEND WAY,6/23/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1226,NORTH BEND - NORTH BEND WAY,6/24/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1227,NORTH BEND - NORTH BEND WAY,6/25/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1228,NORTH BEND - NORTH BEND WAY,6/26/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1229,NORTH BEND - NORTH BEND WAY,6/27/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1230,NORTH BEND - NORTH BEND WAY,6/28/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1231,NORTH BEND - NORTH BEND WAY,6/29/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1232,NORTH BEND - NORTH BEND WAY,6/30/2018,,,,,,,,,0.017,ppm,16.0,,,,,,
1233,NORTH BEND - NORTH BEND WAY,7/1/2018,,,,,,,,,0.027,ppm,25.0,,,,,,
1234,NORTH BEND - NORTH BEND WAY,7/2/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1235,NORTH BEND - NORTH BEND WAY,7/3/2018,,,,,,,,,0.033,ppm,31.0,,,,,,
1236,NORTH BEND - NORTH BEND WAY,7/4/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1237,NORTH BEND - NORTH BEND WAY,7/5/2018,,,,,,,,,0.056,ppm,54.0,,,,,,
1238,NORTH BEND - NORTH BEND WAY,7/6/2018,,,,,,,,,0.024,ppm,22.0,,,,,,
1239,NORTH BEND - NORTH BEND WAY,7/7/2018,,,,,,,,,0.028,ppm,26.0,,,,,,
1240,NORTH BEND - NORTH BEND WAY,7/8/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1241,NORTH BEND - NORTH BEND WAY,7/9/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1242,NORTH BEND - NORTH BEND WAY,7/10/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1243,NORTH BEND - NORTH BEND WAY,7/11/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1244,NORTH BEND - NORTH BEND WAY,7/12/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1245,NORTH BEND - NORTH BEND WAY,7/13/2018,,,,,,,,,0.054,ppm,50.0,,,,,,
1246,NORTH BEND - NORTH BEND WAY,7/14/2018,,,,,,,,,0.042,ppm,39.0,,,,,,
1247,NORTH BEND - NORTH BEND WAY,7/15/2018,,,,,,,,,0.051,ppm,47.0,,,,,,
1248,NORTH BEND - NORTH BEND WAY,7/16/2018,,,,,,,,,0.057,ppm,58.0,,,,,,
1249,NORTH BEND - NORTH BEND WAY,7/17/2018,,,,,,,,,0.057,ppm,58.0,,,,,,
1250,NORTH BEND - NORTH BEND WAY,7/18/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1251,NORTH BEND - NORTH BEND WAY,7/19/2018,,,,,,,,,0.022,ppm,20.0,,,,,,
1252,NORTH BEND - NORTH BEND WAY,7/20/2018,,,,,,,,,0.038,ppm,35.0,,,,,,
1253,NORTH BEND - NORTH BEND WAY,7/21/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1254,NORTH BEND - NORTH BEND WAY,7/22/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1255,NORTH BEND - NORTH BEND WAY,7/23/2018,,,,,,,,,0.055,ppm,51.0,,,,,,
1256,NORTH BEND - NORTH BEND WAY,7/24/2018,,,,,,,,,0.048,ppm,44.0,,,,,,
1257,NORTH BEND - NORTH BEND WAY,7/25/2018,,,,,,,,,0.058,ppm,61.0,,,,,,
1258,NORTH BEND - NORTH BEND WAY,7/26/2018,,,,,,,,,0.059,ppm,64.0,,,,,,
1259,NORTH BEND - NORTH BEND WAY,7/27/2018,,,,,,,,,0.058,ppm,61.0,,,,,,
1260,NORTH BEND - NORTH BEND WAY,7/28/2018,,,,,,,,,0.057,ppm,58.0,,,,,,
1261,NORTH BEND - NORTH BEND WAY,7/29/2018,,,,,,,,,0.055,ppm,51.0,,,,,,
1262,NORTH BEND - NORTH BEND WAY,7/30/2018,,,,,,,,,0.081,ppm,136.0,,,,,,
1263,NORTH BEND - NORTH BEND WAY,7/31/2018,,,,,,,,,0.048,ppm,44.0,,,,,,
1264,NORTH BEND - NORTH BEND WAY,8/1/2018,,,,,,,,,0.035,ppm,32.0,,,,,,
1265,NORTH BEND - NORTH BEND WAY,8/2/2018,,,,,,,,,0.013,ppm,12.0,,,,,,
1266,NORTH BEND - NORTH BEND WAY,8/3/2018,,,,,,,,,0.015,ppm,14.0,,,,,,
1267,NORTH BEND - NORTH BEND WAY,8/4/2018,,,,,,,,,0.034,ppm,31.0,,,,,,
1268,NORTH BEND - NORTH BEND WAY,8/5/2018,,,,,,,,,0.044,ppm,41.0,,,,,,
1269,NORTH BEND - NORTH BEND WAY,8/6/2018,,,,,,,,,0.044,ppm,41.0,,,,,,
1270,NORTH BEND - NORTH BEND WAY,8/7/2018,,,,,,,,,0.045,ppm,42.0,,,,,,
1271,NORTH BEND - NORTH BEND WAY,8/8/2018,,,,,,,,,0.06,ppm,67.0,,,,,,
1272,NORTH BEND - NORTH BEND WAY,8/9/2018,,,,,,,,,0.072,ppm,105.0,,,,,,
1273,NORTH BEND - NORTH BEND WAY,8/10/2018,,,,,,,,,0.057,ppm,58.0,,,,,,
1274,NORTH BEND - NORTH BEND WAY,8/11/2018,,,,,,,,,0.019,ppm,18.0,,,,,,
1275,NORTH BEND - NORTH BEND WAY,8/12/2018,,,,,,,,,0.022,ppm,20.0,,,,,,
1276,NORTH BEND - NORTH BEND WAY,8/13/2018,,,,,,,,,0.032,ppm,30.0,,,,,,
1277,NORTH BEND - NORTH BEND WAY,8/14/2018,,,,,,,,,0.05,ppm,46.0,,,,,,
1278,NORTH BEND - NORTH BEND WAY,8/15/2018,,,,,,,,,0.071,ppm,101.0,,,,,,
1279,NORTH BEND - NORTH BEND WAY,8/16/2018,,,,,,,,,0.03,ppm,28.0,,,,,,
1280,NORTH BEND - NORTH BEND WAY,8/17/2018,,,,,,,,,0.039,ppm,36.0,,,,,,
1281,NORTH BEND - NORTH BEND WAY,8/18/2018,,,,,,,,,0.045,ppm,42.0,,,,,,
1282,NORTH BEND - NORTH BEND WAY,8/19/2018,,,,,,,,,0.043,ppm,40.0,,,,,,
1283,NORTH BEND - NORTH BEND WAY,8/20/2018,,,,,,,,,0.04,ppm,37.0,,,,,,
1284,NORTH BEND - NORTH BEND WAY,8/21/2018,,,,,,,,,0.055,ppm,51.0,,,,,,
1285,NORTH BEND - NORTH BEND WAY,8/22/2018,,,,,,,,,0.073,ppm,108.0,,,,,,
1286,NORTH BEND - NORTH BEND WAY,8/23/2018,,,,,,,,,0.031,ppm,29.0,,,,,,
1287,NORTH BEND - NORTH BEND WAY,8/24/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1288,NORTH BEND - NORTH BEND WAY,8/25/2018,,,,,,,,,0.026,ppm,24.0,,,,,,
1289,NORTH BEND - NORTH BEND WAY,8/26/2018,,,,,,,,,0.021,ppm,19.0,,,,,,
1290,NORTH BEND - NORTH BEND WAY,8/27/2018,,,,,,,,,0.025,ppm,23.0,,,,,,
1291,NORTH BEND - NORTH BEND WAY,8/28/2018,,,,,,,,,0.036,ppm,33.0,,,,,,
1292,NORTH BEND - NORTH BEND WAY,8/29/2018,,,,,,,,,0.042,ppm,39.0,,,,,,
